id,created_date,updated_date,name,industry,size,location,description,website,slogan,company_type,country,addresses,working_days,overtime_policy,vector_context,benefits
247,2026-08-05 09:27:37.944798,2026-08-05 09:29:11.931268,Trustify Technology,IT Services and IT Consulting,51-150 employees,"307/20-21 Nguyen Van Troi, Tan Son Hoa, Ho Chi Minh","Trustify Technology is a fast-growing software engineering and digital transformation company providing AI-driven software development, verification & validation, and automation solutions for global clients across the US, UK/EU, Japan, and Singapore. Trustify aims to be the top-tier technology outsourcing partner from Vietnam, combining human expertise with AI power to deliver high-quality, cost-effective solutions.",,Trustify Technology,CONSULTING,VIETNAM,"['307/20-21 Nguyen Van Troi, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: Trustify Technology. Slogan: Trustify Technology. Type: Consulting. Industry: IT Services and IT Consulting. Size: 51-150 employees. Country: Vietnam. Location: 307/20-21 Nguyen Van Troi, Tan Son Hoa, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Trustify Technology is a fast-growing software engineering and digital transformation company providing AI-driven software development, verification & validation, and automation solutions for global clients across the US, UK/EU, Japan, and Singapore. Trustify aims to be the top-tier technology outsourcing partner from Vietnam, combining human expertise with AI power to deliver high-quality, cost-effective solutions..","['Be part of a dynamic, international team', 'Sponsorship for professional certification exams', 'Flexible working hours (core time: 9:00 AM – 6:00 PM, Monday to Friday) and work from home policy', 'Healthcare: Annual health check-up, Premium Health Insurance.', '12 annual leaves + holidays.', '13th-month salary.', 'Bonus for excellent project performance', 'Year End Party (YEP), company trip, team building activities., happy hour', 'Snacks, coffee, tea and soft drinks available in the office', 'Marriage gift, sick leave support, funeral/maternity support.', 'Lunar New Year gifts.', 'Free parking, provided devices.']"
187,2026-08-05 09:00:15.297969,2026-08-05 10:45:47.953454,LikeLion Vietnam,IT Services and IT Consulting,51-150 employees,Quận 7,"LIKELION là trung tâm đào tạo lập trình chất lượng tại Việt Nam. Chúng tôi không gò bó bản thân trong phương pháp giáo dục truyền thống. Bạn sẽ được học từ những chuyên gia trong ngành, tiếp cận mô hình học hiện đại và chương trình đào tạo chuyên sâu đáp ứng nhu cầu thực tế của thị trường công nghệ. Dù xuất phát điểm ở đâu, bạn đều có thể chinh phục lập trình cùng LIKELION. Trong tháng 7 này, LIKELION tổ chức K‑Tech College 2025 - mùa thứ hai của chương trình kết nối việc làm trong lĩnh vực công nghệ, mở ra cơ hội nghề nghiệp rộng lớn cho lập trình viên trẻ tại Việt Nam với các doanh nghiệp Hàn Quốc. Chương trình KTC 2025 được tài trợ 100% bởi Chính phủ Hàn Quốc, hoàn toàn miễn phí cho người tham gia. Hiện tại, KTC 2025 đang tuyển các vị trí như: AI Developer, Back End Developer, Front End Developer, Full Stack Developer, Mobile Developer, UI/UX Designer và nhiều vị trí khác trong lĩnh vực công nghệ. Nếu bạn muốn phát triển sự nghiệp, gia tăng thu nhập và làm việc trong môi trường toàn cầu, đừng bỏ lỡ cơ hội này! Tham khảo website để biết thêm thông tiên chi tiết chương trình.",https://ktc.likelion.edu.vn/,LIKELION là ai?,CONSULTING,SOUTH_KOREA,"['Đường Số 8, KĐT Phú Mỹ Hưng, Quận 7, Hồ Chí Minh', 'Đường Quang Trung, Quận 3, Hà Nội']",Monday - Friday,No OT,Company Name: LikeLion Vietnam. Type: Consulting. Industry: IT Services and IT Consulting. Size: 51-150 employees. Country: South Korea. Location: Quận 7. Working Days: Monday - Friday. Overtime Policy: No OT. Description: LikeLion Vietnam is an active technology employer..,[]
370,2026-08-05 10:43:58.215637,2026-08-05 10:47:01.756211,Viet Capital Asset Management,Financial Services,1-50 employees,"5/F, Tòa nhà HM Town, 412 Nguyễn Thị Minh Khai, Ban Co, Ho Chi Minh","Thành lập vào năm 2006, khi đời sống kinh tế – xã hội đất nước thay đổi từng ngày, với nhịp độ hội nhập ngày càng cao vào nền kinh tế toàn cầu, Công ty Cổ Phần Quản lý Quỹ Đầu tư Chứng khoán Bản Việt (tên giao dịch Viet Capital Asset Management, tên viết tắt VCAM) luôn đồng hành cùng các nhà đầu tư trong quá trình đi tới thành công. Với đội ngũ nhân lực bản địa có trình độ đẳng cấp quốc tế, cùng ước vọng nhiệt huyết của tuổi trẻ, Công ty Quản lý Quỹ Bản Việt phấn đấu trở thành một trong những công ty quản lý quỹ hàng đầu tại Việt Nam. Bản Việt cam kết đem lại lợi nhuận cao và an toàn nhất cho các nhà đầu tư, tạo dựng môi trường làm việc lý tưởng cho toàn thể nhân viên, đóng góp biểu dương trách nhiệm xã hội. Chúng tôi tự hào là công ty quản lý của những quỹ nội địa và quốc tế với nhiều cơ cấu và hình thức đa dạng.",http://vietcapital.com.vn/,Viet Capital Asset Management,PRODUCT,VIETNAM,"['5/F, Tòa nhà HM Town, 412 Nguyễn Thị Minh Khai, Quận 3, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: Viet Capital Asset Management. Slogan: Viet Capital Asset Management. Type: Product. Industry: Financial Services. Size: 1-50 employees. Country: Vietnam. Location: 5/F, Tòa nhà HM Town, 412 Nguyễn Thị Minh Khai, Ban Co, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Thành lập vào năm 2006, khi đời sống kinh tế – xã hội đất nước thay đổi từng ngày, với nhịp độ hội nhập ngày càng cao vào nền kinh tế toàn cầu, Công ty Cổ Phần Quản lý Quỹ Đầu tư Chứng khoán Bản Việt (tên giao dịch Viet Capital Asset Management, tên viết tắt VCAM) luôn đồng hành cùng các nhà đầu tư trong quá trình đi tới thành công. Với đội ngũ nhân lực bản địa có trình độ đẳng cấp quốc tế, cùng ước vọng nhiệt huyết của tuổi trẻ, Công ty Quản lý Quỹ Bản Việt phấn đấu trở thành một trong những công ty quản lý quỹ hàng đầu tại Việt Nam. Bản Việt cam kết đem lại lợi nhuận cao và an toàn nhất cho các nhà đầu tư, tạo dựng môi trường làm việc lý tưởng cho toàn thể nhân viên, đóng góp biểu dương trách nhiệm xã hội. Chúng tôi tự hào là công ty quản lý của những quỹ nội địa và quốc tế với nhiều cơ cấu và hình thức đa dạng..","['Flexible working hours', '15 days annual leave, 5 days sick leave per year', 'Premium health care insurance and gym', '13th month salary bonus and yearly performance bonus', 'Premium health care insurance and gym,...', 'Opportunity to participate in stock option program', 'Other benefits as per stated in Vietnamese Labor Law']"
197,2026-08-05 09:05:15.203345,2026-08-05 09:47:21.582809,GAPO,N/A,51-150 employees,Quận Thanh Xuân,"Gapo là một sân chơi hoàn toàn mới để giới trẻ thỏa sức sáng tạo không giới hạn và thể hiện cá tính riêng. Giao diện trang cá nhân có thể được tự thiết kế theo phong cách riêng với những hình nền, màu sắc tùy biến. Trong giai đoạn sau, người dùng còn được sử dụng thêm video, âm nhạc hoặc thậm chí là các dạng hình ảnh tương tác khác trong trang cá nhân. Gapo chính thức nhận được cam kết đầu tư 500 tỷ đồng từ G-Capital. Khoản đầu tư đầu tiên này dự kiến được sử dụng trong giai đoạn một của dự án, mục tiêu đạt 50 triệu người dùng. Dựa trên giá trị cốt lõi Người dùng là trọng tâm, mạng xã hội Gapo cho phép người dùng định danh tài khoản để bảo vệ và đảm bảo quyền lợi trong trường hợp có tranh chấp xảy ra, người dùng không phải lo lắng về việc bị mất tài khoản, tài khoản mạo danh hoặc người khác lấy tài khoản của bạn đi lừa đảo người thân.",,Mạng xã hội Gapo - Lãnh địa đầy mê hoặc của giới trẻ,PRODUCT,VIETNAM,"['Tầng 14, Toà G-Group Tower, Số 5 Nguyễn Thị Duệ,, Quận Thanh Xuân, Hà Nội']",Monday - Friday,No OT,Company Name: GAPO. Type: Product. Industry: N/A. Size: 51-150 employees. Country: Vietnam. Location: Quận Thanh Xuân. Working Days: Monday - Friday. Overtime Policy: No OT. Description: GAPO is an active technology employer..,"['Bạn là người định hướng xu thế', 'Lương thưởng cao, Lộ trình công danh rõ ràng', 'Làm việc với các KOLs và Top trong làng Công nghệ']"
144,2026-08-05 08:42:38.024207,2026-08-05 09:40:21.865959,Dai-ichi Life Việt Nam,Financial Services,1000+ employees,Quận Phú Nhuận,"As a subsidiary of Dai-ichi Life Holdings Inc. and a member of Dai-ichi Life Group, Dai-ichi Life Insurance Company of Vietnam, Ltd. (“Dai-ichi Life Vietnam”) was established in January of 2007. This is the first foreign market that Dai-ichi Life Group expands its business through a 100%-owned subsidiary. After 16 years of establishment and development, Dai-ichi Life Vietnam is constantly growing with total insurance premium revenue increasing 59 times, the number of customers increasing 14 times, total investment capital increasing 53 times and total value Assets increased 82 times. Along with business activities, besides effective business efforts, Dai-ichi Life Vietnam is proud to have achieved many noble achievements and awards. Outstanding Achievements and Awards Top 2 prestigious Life Insurance Companies in Vietnam 2020, 2021, 2022, 2023 Top 50 Best Growth Enterprises in Vietnam 2022 Top 50 Sustainable Development Enterprises 2022 Top 3 Best Places to Work in Vietnam in 2021 (Insurance Industry)",http://www.dai-ichi-life.com.vn/,Dai-ichi Life Việt Nam,PRODUCT,JAPAN,"['149-151 Nguyen Van Troi, Ward 11, Quận Phú Nhuận, Hồ Chí Minh']",Monday - Friday,Extra salary for OT,Company Name: Dai-ichi Life Việt Nam. Type: Product. Industry: Financial Services. Size: 1000+ employees. Country: Japan. Location: Quận Phú Nhuận. Working Days: Monday - Friday. Overtime Policy: Extra salary for OT. Description: Dai-ichi Life Việt Nam is an active technology employer..,"['Salary for 13th month, Bonus & Special Bonus', 'Full of social welfare under Vietnamese Labor Law (Insurance, annual leave,...)', 'Healthcare for yourself & Your Family', 'Annual travel and team building activities', '15-16 annual leave days', 'Company will buy Life Insurance Contract for yourself after 1 year working', 'Training: Trained in soft and technical skills', 'International, challenging, and friendly working environment']"
150,2026-08-05 08:45:10.910291,2026-08-05 12:08:03.883428,Vietnamobile,Information Technology,100-499,"Đống Đa, Hà Nội","Vietnamobile is the fastest growing mobile communications service operator in Vietnam, providing 2G and 3G services on a nationwide basis. Focusing on network quality, competitive tariff plans and best-in-class customer service, the Company is well positioned to rapidly increase market share and set new trends in the Vietnam telecom market.We are looking for qualified candidates with the right attributes and the drive to be successful to participate in this challenging Telecom industry.",http://vietnamobile.com.vn/,Vietnamobile is a fast growing GSM mobile communications service operator in Vietnam,PRODUCT,VIETNAM,"['583 Lạc Long Quân, Hà Nội']",Monday - Friday,No OT,"Company Name: Vietnamobile. Type: Product. Industry: Information Technology. Size: 100-499. Country: Vietnam. Location: Đống Đa, Hà Nội. Description: Vietnamobile is the fastest growing mobile communications service operator in Vietnam, providing 2G and 3G services on a nationwide basis. Focusing on network quality, competitive tariff plans and best-in-class customer service, the Company is well positioned to rapidly increase market share and set new trends in the Vietnam telecom market.We are looking for qualified candidates with the right attributes and the drive to be successful to participate in this challenging Telecom industry..",[]
224,2026-08-05 09:18:26.154220,2026-08-05 09:41:01.809389,Eastgate Software,Software Development Outsourcing,51-150 employees,Quận Đống Đa,"Founded in 2014, Eastgate Software is a software development company that builds custom business solutions and applications. We are proud of our high-qualified staff who has more than 20 years of experience in software development including web, mobile and desktop applications. We delivers software development services to worldwide business with quality trusted by Fortune Global 500 Companies. We help business build automotive, user-engaging, and intelligent software products by applying advanced technology such as AI/Machine Learning & Big Data Analytics. Please click: https://eastgate-software.com/top-10-software-development-companies-in-vietnam-2023/",http://eastgate-software.com/,"Eastgate Software, a Global Fortune 500 Strategic Partner",OUTSOURCING,GERMANY,"['11th Foor, VCCI Tower, 09 Dao Duy Anh, Hanoi, Quận Đống Đa, Hà Nội']",Monday - Friday,No OT,Company Name: Eastgate Software. Type: Outsourcing. Industry: Software Development Outsourcing. Size: 51-150 employees. Country: Germany. Location: Quận Đống Đa. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Eastgate Software is an active technology employer..,"['Competitive Salary Package', 'Dynamic & Flexible Working Environment', 'Working with experts from around Europe and USA', 'Attractive salary package.', 'Eastgate Software is aGlobal Fortune 500 Preferred Vendor, so you will have an opportunity to work with many IT Experts around Europe and USA.', 'Be emerged in a professional and motivating environment where you have opportunities to express your own ideas and improve your skill set through many interesting full-cycle projects.', 'Flexible working time: 9:30 a.m. to 6:30 p.m., Monday to Friday,No Overtime(Only 8 working hours)', 'Performance review and appropriate gratification: twice a year.', '13thmonth salary +Project bonus+02 probationary monthswithfull salary', 'Extrahealth check packageper year.', '16 leave days/year(with 12 annual leave days and 4 paid leave days for learning activities). You will be added an extra day each year and a maximum of20 daysfor annual leave.', 'Free snacks, video gaming & movie nights, team social and sport activities.']"
261,2026-08-05 09:41:08.052027,2026-08-05 09:43:45.294516,GeoComply (GeoTech Hub Vietnam),Software Products and Web Services,301-500 employees,"Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, Ho Chi Minh","Since our start in 2011, GeoComply’s goal has always been to make the internet a safer place.Our highly advanced compliance and anti-fraud solutions bring clarity to your digital ecosystem and all suspicious activity, giving you the assurance you’re always one step ahead of fraud. And while fighting internet fraud is an intricate business, using GeoComply isn’t. Today, we have expanded our operations into diverse markets to serve any industry that requires effective geolocation for anti-fraud solutions, including financial services and cryptocurrency, media and entertainment, child protection, and more. We maintain a dominant position in the gaming industry as a market leader and continue to launch in more and more jurisdictions. At the same time, our extensive product offerings ensure there are countless ways our technology can benefit the world. Fraud moves quick. But GeoComply will always move quicker.",http://www.geocomply.com/,Instill confidence in every online interaction.,PRODUCT,CANADA,"['Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, Quận 1, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: GeoComply (GeoTech Hub Vietnam). Slogan: Instill confidence in every online interaction.. Type: Product. Industry: Software Products and Web Services. Size: 301-500 employees. Country: Canada. Location: Tầng 11, Cao ốc Saigon Trade Center, 37 Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh, Việt Nam, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Since our start in 2011, GeoComply’s goal has always been to make the internet a safer place.Our highly advanced compliance and anti-fraud solutions bring clarity to your digital ecosystem and all suspicious activity, giving you the assurance you’re always one step ahead of fraud. And while fighting internet fraud is an intricate business, using GeoComply isn’t. Today, we have expanded our operations into diverse markets to serve any industry that requires effective geolocation for anti-fraud solutions, including financial services and cryptocurrency, media and entertainment, child protection, and more. We maintain a dominant position in the gaming industry as a market leader and continue to launch in more and more jurisdictions. At the same time, our extensive product offerings ensure there are countless ways our technology can benefit the world. Fraud moves quick. But GeoComply will always move quicker..","['Competitive Salary & internal shares program', 'Annual allowances for personal development & sport', '20 days annual leave & 5 days sick leave', 'Learning opportunities & personal development allowance', '20 annual leave days, 5 sick leave days', 'Extensive health insurance', 'Competitive salary package, 100% salary during the probation period', 'Attractive bonuses (13th month, business performance, equity plans)', 'Annual salary performance review', 'Hybrid working mode & Modern office at a prime location in District 1', 'Free parking', 'Annual company trip & year-end party', 'Quarterly team-building activities', 'In-office snacks and drinks', 'International working environment']"
265,2026-08-05 09:44:30.278045,2026-08-05 09:47:33.741330,Công ty Cổ phần Smileviet,Tourism and Hospitality Services,51-150 employees,"35 Ta Hien, Cat Lai, Ho Chi Minh","Founded in 2005, Smileviet Joint Stock Company has established itself as a reputable player in the tourism industry in Vietnam. With a strong commitment to customer-centric service and quality excellence, Smileviet has been delivering memorable travel experiences to tens of thousands of international visitors every year. Our well-trained staff and experienced tour guides, together with long-term partnerships with top-tier service providers—including transportation companies, restaurants, hotels, and luxury cruises—have enabled us to offer diverse, high-quality travel products and programs. With strong industry partnerships and a commitment to service excellence, we continuously innovate and scale our digital platforms to deliver high-quality travel experiences for global customers.",https://smileviet.com/,.,PRODUCT,VIETNAM,"['35 Ta Hien, Thành phố Thủ Đức, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: Công ty Cổ phần Smileviet. Slogan: .. Type: Product. Industry: Tourism and Hospitality Services. Size: 51-150 employees. Country: Vietnam. Location: 35 Ta Hien, Cat Lai, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Founded in 2005, Smileviet Joint Stock Company has established itself as a reputable player in the tourism industry in Vietnam. With a strong commitment to customer-centric service and quality excellence, Smileviet has been delivering memorable travel experiences to tens of thousands of international visitors every year. Our well-trained staff and experienced tour guides, together with long-term partnerships with top-tier service providers—including transportation companies, restaurants, hotels, and luxury cruises—have enabled us to offer diverse, high-quality travel products and programs. With strong industry partnerships and a commitment to service excellence, we continuously innovate and scale our digital platforms to deliver high-quality travel experiences for global customers..",[]
260,2026-08-05 09:40:38.499853,2026-08-05 09:43:33.345309,CÔNG TY TNHH NEXFUL,Retail and Wholesale,1-50 employees,"109 Cộng Hòa, Bay Hien, Ho Chi Minh","Chúng tôi là doanh nghiệp chuyên sản xuất và kinh doanh các sản phẩm “Made in Vietnam”, tập trung phân phối đến thị trường quốc tế thông qua các nền tảng thương mại điện tử hàng đầu như Etsy, Amazon và Shopify. Với định hướng xuất khẩu trực tuyến, công ty không ngừng phát triển các dòng sản phẩm chất lượng cao, đáp ứng nhu cầu đa dạng của khách hàng tại Mỹ, châu Âu và nhiều thị trường quốc tế khác. Chúng tôi chú trọng từ khâu thiết kế, sản xuất đến kiểm soát chất lượng nhằm mang đến những sản phẩm có tính thẩm mỹ, độ hoàn thiện cao và giá trị sử dụng thực tế. Bên cạnh đó, công ty luôn cập nhật xu hướng tiêu dùng toàn cầu, tối ưu vận hành và dịch vụ khách hàng để nâng cao trải nghiệm mua sắm trên các nền tảng thương mại điện tử xuyên biên giới. Với đội ngũ trẻ, sáng tạo và giàu kinh nghiệm, chúng tôi mong muốn góp phần đưa sản phẩm Việt Nam tiếp cận rộng rãi hơn với người tiêu dùng trên toàn thế giới, đồng thời xây dựng thương hiệu Việt uy tín, chuyên nghiệp và bền vững trên thị trường quốc tế.",,CÔNG TY TNHH NEXFUL,PRODUCT,VIETNAM,"['109 Cộng Hòa, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: CÔNG TY TNHH NEXFUL. Slogan: CÔNG TY TNHH NEXFUL. Type: Product. Industry: Retail and Wholesale. Size: 1-50 employees. Country: Vietnam. Location: 109 Cộng Hòa, Bay Hien, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Chúng tôi là doanh nghiệp chuyên sản xuất và kinh doanh các sản phẩm “Made in Vietnam”, tập trung phân phối đến thị trường quốc tế thông qua các nền tảng thương mại điện tử hàng đầu như Etsy, Amazon và Shopify. Với định hướng xuất khẩu trực tuyến, công ty không ngừng phát triển các dòng sản phẩm chất lượng cao, đáp ứng nhu cầu đa dạng của khách hàng tại Mỹ, châu Âu và nhiều thị trường quốc tế khác. Chúng tôi chú trọng từ khâu thiết kế, sản xuất đến kiểm soát chất lượng nhằm mang đến những sản phẩm có tính thẩm mỹ, độ hoàn thiện cao và giá trị sử dụng thực tế. Bên cạnh đó, công ty luôn cập nhật xu hướng tiêu dùng toàn cầu, tối ưu vận hành và dịch vụ khách hàng để nâng cao trải nghiệm mua sắm trên các nền tảng thương mại điện tử xuyên biên giới. Với đội ngũ trẻ, sáng tạo và giàu kinh nghiệm, chúng tôi mong muốn góp phần đưa sản phẩm Việt Nam tiếp cận rộng rãi hơn với người tiêu dùng trên toàn thế giới, đồng thời xây dựng thương hiệu Việt uy tín, chuyên nghiệp và bền vững trên thị trường quốc tế..","['Cơ hội phát triển lên Senior/Tech Lead', 'Môi trường làm việc cởi mở', 'Tham gia các hoạt động nội bộ, team building', 'Hỗ trợ thiết bị làm việc', 'Tham gia đầy đủ BHXH, BHYT, BHTN theo quy định', 'Thưởng theo hiệu quả kinh doanh và đóng góp cá nhân', 'Khám sức khoẻ định kỳ', 'Có cơ hội tiếp cận AI tools, automation và các quy trình vận hành thực tế', 'Cơ hội phát triển lên Senior/Tech Lead trong giai đoạn công ty mở rộng quy mô', 'Tham gia các hoạt động nội bộ, team building và môi trường làm việc cởi mở', 'Lương tháng 13, thưởng tết thời gian làm việc: 8h30-5h30 từ t2-t6, t7 làm sáng work from home']"
264,2026-08-05 09:43:02.149591,2026-08-05 09:44:10.271774,"SPECOM INC Co., Ltd",IT Services and IT Consulting,1-50 employees,"67 Đinh Bộ Lĩnh, Ho Chi Minh","SPECOM INC is a fast-growing Korea-based IT consulting and software development company expanding its footprint in Vietnam. We build impactful enterprise solutions including ERP, CRM, and custom systems that help businesses work smarter and scale faster. At SPECOM, we value innovation, agility, and collaboration—working closely with global partners to deliver high-performance digital products. Join us to be part of a dynamic team where your ideas matter, your skills grow quickly, and you can make real impact while building your career in a forward-thinking environment.",,SPECOM INC,OUTSOURCING,VIETNAM,"['67 Đinh Bộ Lĩnh, Quận Bình Thạnh, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: SPECOM INC Co., Ltd. Slogan: SPECOM INC. Type: Outsourcing. Industry: IT Services and IT Consulting. Size: 1-50 employees. Country: Vietnam. Location: 67 Đinh Bộ Lĩnh, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: SPECOM INC is a fast-growing Korea-based IT consulting and software development company expanding its footprint in Vietnam. We build impactful enterprise solutions including ERP, CRM, and custom systems that help businesses work smarter and scale faster. At SPECOM, we value innovation, agility, and collaboration—working closely with global partners to deliver high-performance digital products. Join us to be part of a dynamic team where your ideas matter, your skills grow quickly, and you can make real impact while building your career in a forward-thinking environment..","['Competitive compensation based on project milestones.', 'Professional environment with comprehensive technical documentation (Spec/WBS).', 'Opportunity for long-term collaboration on future system expansions.']"
372,2026-08-05 10:44:39.903749,2026-08-05 10:47:12.968648,Công ty TNHH Công Nghệ Tamron Việt Nam,Software Products and Web Services,1-50 employees,"11 Nguyễn Huy Tưởng, Gia Dinh, Ho Chi Minh",.,,.,PRODUCT,VIETNAM,"['11 Nguyễn Huy Tưởng, Quận Bình Thạnh, Hồ Chí Minh']",Monday - Friday,No OT,"Company Name: Công ty TNHH Công Nghệ Tamron Việt Nam. Slogan: .. Type: Product. Industry: Software Products and Web Services. Size: 1-50 employees. Country: Vietnam. Location: 11 Nguyễn Huy Tưởng, Gia Dinh, Ho Chi Minh. Working Days: Monday - Friday. Overtime Policy: No OT. Description: ..",[]
373,2026-08-05 10:44:47.037006,2026-08-05 10:47:18.424154,CÔNG TY CỔ PHẦN BẾN XE THANH TRÌ,"Transportation, Logistics and Warehouse",51-150 employees,"Bến xe Yên Sở, Phường Yên Sở, Ha Noi","Bến xe Yên Sở – Biểu tượng mới của giao thông Thủ đô: Hiện đại, thông minh và mang tầm nhìn chiến lược đến năm 2050 Công ty cổ phần bến xe Thanh Trì được thành lập từ năm 2016, công ty đóng vai trò quan trọng trong chiến lược quy hoạch hạ tầng giao thông của thành phố, nhằm giảm tải cho các bến xe nội đô và kiến tạo một hệ sinh thái vận tải thông minh. Công ty tập trung vào việc cung cấp các giải pháp hạ tầng và dịch vụ hỗ trợ vận tải toàn diện, bao gồm: Khai thác bến bãi: Quản lý điểm đỗ, luồng tuyến cho xe khách liên tỉnh, xe buýt nội đô và xe trung chuyển. Dịch vụ hỗ trợ vận tải: Cho thuê văn phòng bán vé, mặt bằng kinh doanh dịch vụ ăn uống, bãi đỗ xe thông minh và các tiện ích dành cho hành khách. Logistics & Kho bãi: Tận dụng vị trí đắc địa tại nút giao Vành đai 3 để phát triển dịch vụ tập kết, luân chuyển hàng hóa. Công ty định hướng xây dựng môi trường làm việc dựa trên các giá trị: Hiện đại: Ứng dụng công nghệ số trong quản lý bến bãi và điều hành giao thông. Trách nhiệm: Cam kết đóng góp vào sự phát triển hạ tầng bền vững và giảm ùn tắc giao thông cho Thủ đô. Chuyên nghiệp: Xây dựng đội ngũ nhân sự tinh gọn, có năng lực quản trị dự án và vận hành dịch vụ khách hàng chuẩn mực.",,CÔNG TY CỔ PHẦN BẾN XE THANH TRÌ,PRODUCT,VIETNAM,"['Bến xe Yên Sở, Phường Yên Sở, Hà Nội']",Monday - Friday,No OT,"Company Name: CÔNG TY CỔ PHẦN BẾN XE THANH TRÌ. Slogan: CÔNG TY CỔ PHẦN BẾN XE THANH TRÌ. Type: Product. Industry: Transportation, Logistics and Warehouse. Size: 51-150 employees. Country: Vietnam. Location: Bến xe Yên Sở, Phường Yên Sở, Ha Noi. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Bến xe Yên Sở – Biểu tượng mới của giao thông Thủ đô: Hiện đại, thông minh và mang tầm nhìn chiến lược đến năm 2050 Công ty cổ phần bến xe Thanh Trì được thành lập từ năm 2016, công ty đóng vai trò quan trọng trong chiến lược quy hoạch hạ tầng giao thông của thành phố, nhằm giảm tải cho các bến xe nội đô và kiến tạo một hệ sinh thái vận tải thông minh. Công ty tập trung vào việc cung cấp các giải pháp hạ tầng và dịch vụ hỗ trợ vận tải toàn diện, bao gồm: Khai thác bến bãi: Quản lý điểm đỗ, luồng tuyến cho xe khách liên tỉnh, xe buýt nội đô và xe trung chuyển. Dịch vụ hỗ trợ vận tải: Cho thuê văn phòng bán vé, mặt bằng kinh doanh dịch vụ ăn uống, bãi đỗ xe thông minh và các tiện ích dành cho hành khách. Logistics & Kho bãi: Tận dụng vị trí đắc địa tại nút giao Vành đai 3 để phát triển dịch vụ tập kết, luân chuyển hàng hóa. Công ty định hướng xây dựng môi trường làm việc dựa trên các giá trị: Hiện đại: Ứng dụng công nghệ số trong quản lý bến bãi và điều hành giao thông. Trách nhiệm: Cam kết đóng góp vào sự phát triển hạ tầng bền vững và giảm ùn tắc giao thông cho Thủ đô. Chuyên nghiệp: Xây dựng đội ngũ nhân sự tinh gọn, có năng lực quản trị dự án và vận hành dịch vụ khách hàng chuẩn mực..",[]
268,2026-08-05 09:47:03.980685,2026-08-05 10:22:50.257962,Công ty TNHH RENDA,E-commerce,1-50 employees,Quận 1,Công ty TNHH RENDA,,Nền tảng quản lý bán hàng và phân tích dữ liệu cho seller sàn thương mại điện tử,PRODUCT,VIETNAM,"['241 Điện Biên Phủ, Quận 1, Hồ Chí Minh']",Monday - Friday,No OT,Company Name: Công ty TNHH RENDA. Type: Product. Industry: E-commerce. Size: 1-50 employees. Country: Vietnam. Location: Quận 1. Working Days: Monday - Friday. Overtime Policy: No OT. Description: Công ty TNHH RENDA is an active technology employer..,[]
